3708.307591	-578.110981	-762334.251902	-1091280.598689
3697.084982	-1189.401008	-762355.679294	-1091430.779467
976.415408	-2210.395018	-763052.105000	-1091598.076100
960.594964	-1336.668662	-763030.353100	-1091380.326600
512.567548	-236.215052	-763109.830800	-1091094.670200
3573.086576	-256.034863	-762357.158549	-1091199.284103
2162.738275	-249.113851	-762704.501037	-1091151.180888
2139.500318	-249.198993	-762711.228943	-1091150.221455
1209.179004	-242.981718	-762939.125923	-1091118.508577
1107.589180	-242.178358	-762963.950256	-1091114.946134
3403.686321	-255.702657	-762401.088994	-1091193.780216
3635.382893	-256.467689	-762341.927160	-1091201.920580
3713.051015	-256.145839	-762325.131800	-1091203.734900
