1782.855876	-339.757397	-765739.779168	-1090718.596934
1757.689911	-338.940497	-765746.780368	-1090717.574117
2408.384034	-343.653372	-765582.194800	-1090741.618700
2983.046779	-348.536176	-765440.214818	-1090762.360796
3263.442942	-350.671116	-765371.832679	-1090772.350858
3665.320767	-354.096670	-765269.777731	-1090787.095203
3951.256801	-356.368678	-765197.637672	-1090797.426907
6931.373186	-371.851046	-764454.892405	-1090900.544692
6903.211404	-371.841647	-764461.505318	-1090899.649720
5247.067592	-363.073540	-764876.002856	-1090843.020862
5288.463126	-364.175252	-764864.583502	-1090844.586606
2283.587289	-4451.955707	-765759.055900	-1091744.880900
2196.045861	-4489.894864	-765779.217200	-1091750.119600
2318.086407	-4257.855128	-765739.175100	-1091696.906500
2198.587969	-3235.523189	-765740.381200	-1091442.872900
2622.892334	-2783.034363	-765618.077300	-1091350.114300
2360.788699	-2294.550544	-765664.776300	-1091218.364700
2434.607658	-2018.807182	-765638.582500	-1091153.105100
2226.780387	-1306.306464	-765666.452403	-1090968.720036
2185.768143	-1084.828751	-765667.276600	-1090916.368700
1909.157458	-507.982037	-765718.594500	-1090766.336400
1618.126684	-402.586268	-765784.634600	-1090730.617600
2532.777269	-2553.732950	-765629.189800	-1091287.222700
2295.808834	-3854.387501	-765732.038000	-1091595.326200
2607.363985	-546.279884	-765541.180400	-1090798.245200
1629.595428	-338.226794	-765779.601800	-1090712.778200
7950.460023	-1580.621341	-764241.179823	-1091231.495798
7943.830637	-3611.735092	-764307.811206	-1091729.266237
7945.700004	-2890.619958	-764282.587545	-1091551.684604
7930.279426	-6495.284883	-764415.214400	-1092439.699700
7938.527048	-4554.589201	-764341.690067	-1091958.806849
7943.154525	-3683.688113	-764310.322861	-1091745.282961
7944.873682	-3403.959737	-764300.778996	-1091677.531280
7932.163027	-5896.890340	-764392.693486	-1092290.603787
7933.077826	-5932.486972	-764394.181560	-1092300.455330
7931.286947	-6044.343938	-764398.333985	-1092327.945763
7931.435925	-5985.469559	-764396.528894	-1092315.995460
7930.491159	-6347.786886	-764409.510969	-1092401.941098
7931.083013	-6325.469496	-764408.789476	-1092397.164574
7930.562300	-6485.052559	-764414.772044	-1092436.771156
5307.412955	-6486.860550	-765065.778267	-1092345.357147
4912.778242	-6484.232244	-765161.643615	-1092331.294515
7688.954155	-375.453865	-764259.885860	-1090926.936289
7955.357040	-375.831287	-764198.506400	-1090935.243200
