6611.906563	-7216.465801	-762564.883800	-1092898.029100
6611.604507	-7239.573375	-762565.792241	-1092904.368816
4169.015815	-7767.939832	-763182.143100	-1092953.520000
4622.874441	-7950.589967	-763080.161900	-1093014.697100
6605.834717	-5997.807552	-762521.762117	-1092596.551167
6605.886326	-5892.458492	-762518.418218	-1092570.338844
6605.593957	-5736.135002	-762513.294816	-1092533.057920
6603.677144	-5375.479064	-762501.231115	-1092442.849375
6603.551654	-5265.107056	-762497.615577	-1092415.667572
6602.004157	-4578.343376	-762474.774636	-1092246.378402
6602.919524	-4388.447268	-762468.265355	-1092199.304644
6602.823152	-4182.551656	-762461.209729	-1092148.279829
6602.292779	-3366.042011	-762433.288591	-1091946.359972
3707.687158	-2155.569930	-763095.953400	-1091555.470700
6607.485429	-1073.963756	-762350.526942	-1091378.789123
6606.997283	-1064.705291	-762350.135223	-1091376.135152
6606.439164	-1257.223389	-762357.185746	-1091423.903861
6602.688245	-2911.997210	-762417.622577	-1091833.375522
6602.633062	-2954.882494	-762419.137616	-1091844.023071
6605.580262	-1290.203986	-762358.298988	-1091431.446298
6605.457426	-1311.038527	-762359.189566	-1091437.480139
6604.135043	-2550.825323	-762404.483765	-1091744.357433
6603.029330	-2645.547134	-762407.840831	-1091767.102227
6608.339129	-343.218433	-762323.119673	-1091197.064749
