-761311.235072	-1092882.242856	-761309.237425	-1092880.870338
-762564.807202	-1092900.113213	-762565.231207	-1092899.557460
-762565.875694	-1092906.147429	-762566.285148	-1092905.688941
-762772.978472	-1094355.644487	-762773.827464	-1094353.943746
-762764.022620	-1094293.195718	-762764.773404	-1094291.486079
-762736.647394	-1094097.868401	-762735.863921	-1094095.744991
-761950.557109	-1092791.636031	-761950.107000	-1092789.235400
-761699.060121	-1092827.541963	-761698.306182	-1092824.524888
-761707.312594	-1092826.297921	-761706.342917	-1092823.334260
-761678.249851	-1092830.437628	-761677.286317	-1092827.601998
-761684.551092	-1092829.577735	-761683.847997	-1092826.628329
-761538.520649	-1092850.207889	-761540.145446	-1092847.225632
-761557.361898	-1092847.595560	-761556.865823	-1092844.713408
-761613.030697	-1092839.726925	-761611.683384	-1092837.032763
-760946.228387	-1092933.536991	-760943.690732	-1092933.774101
-760926.957582	-1092936.385329	-760925.166600	-1092936.737500
-761095.081730	-1092912.894208	-761092.681755	-1092912.061971
