8111.937011	-350.037925	-763986.741359	-1089435.867365
2665.618550	-352.090758	-765338.506896	-1089243.068163
8120.736511	-6462.667381	-764201.023847	-1090937.769261
1449.240658	-6496.489969	-765853.193594	-1090702.122135
5089.331219	-356.131298	-764737.723190	-1089328.762736
6604.186816	-354.610255	-764362.232692	-1089382.316647
8108.577251	-1887.455744	-764040.312035	-1089811.357804
8106.016480	-3414.637672	-764093.882859	-1090186.841174
8112.861248	-4929.980475	-764147.453007	-1090562.312998
6598.987732	-6478.708693	-764576.518534	-1090884.218122
5082.825985	-6492.726302	-764952.012259	-1090830.664611
3574.161191	-6496.702532	-765327.505031	-1090777.107977
2545.770654	-6496.520511	-765585.562636	-1090742.121760
1141.253467	-5337.601962	-765890.215800	-1090406.998300
1499.729883	-4385.216030	-765767.770800	-1090186.145700
601.121951	-3546.555432	-765961.684300	-1089948.179000
752.182469	-3475.936068	-765921.679200	-1089936.193300
598.679158	-3251.663908	-765952.000500	-1089876.106300
1037.371997	-2580.938717	-765820.237800	-1089727.436700
1900.546193	-1982.299435	-765584.572900	-1089611.707700
3489.049788	-1544.664526	-765175.235200	-1089562.177600
