4879.712401	-2648.044841	-762860.261769	-1089596.506613
3063.410575	-2657.548848	-763311.428623	-1089533.061686
6477.552183	-2635.625283	-762464.348504	-1089653.975409
7564.912191	-2627.408978	-762195.848007	-1089691.738582
7921.043735	-2625.151421	-762107.763100	-1089703.170300
7920.336588	-2514.117704	-762104.268497	-1089676.665167
7920.006674	-2477.604482	-762103.044256	-1089667.380010
7916.115571	-1863.865079	-762083.305002	-1089517.669242
7916.104933	-1765.781679	-762080.157873	-1089493.800102
7914.986728	-1596.866517	-762074.479763	-1089450.734937
7914.667088	-1530.002265	-762072.406823	-1089435.012890
7914.355466	-1506.098548	-762071.578612	-1089428.731392
7913.920762	-1471.891143	-762070.648877	-1089421.679889
7914.525362	-1439.257272	-762069.474431	-1089412.772401
1697.801343	-1204.181647	-763599.945400	-1089126.699900
992.869598	-1524.075844	-763789.824800	-1089178.112700
1058.041947	-1760.313215	-763781.966700	-1089238.993400
1344.497286	-1805.035259	-763711.662700	-1089260.458800
1203.436780	-2660.979189	-763774.373100	-1089465.292000
7913.840668	-1336.363585	-762066.369300	-1089389.221600
7884.507874	-1336.621283	-762073.270000	-1089388.844300
7756.189905	-1060.279439	-762096.262400	-1089318.152800
6851.186926	-613.831170	-762304.542800	-1089175.753800
6462.685471	-620.964636	-762401.221700	-1089164.323800
6479.186685	-648.674485	-762397.888000	-1089171.626300
6406.868290	-387.013221	-762405.031800	-1089102.728600
5031.560518	-743.290377	-762756.505000	-1089141.940000
1358.421435	-1369.061364	-763693.108516	-1089153.302554
1536.393997	-1295.744141	-763648.359100	-1089142.886500
1584.502625	-1229.056885	-763633.535100	-1089127.550700
3613.894485	-1134.792480	-763120.836900	-1089182.421300
5066.103664	-982.655518	-762759.680000	-1089199.248800
